policy,attacker,cadence,data_selection,mode,n_seeds,oscillation_index_mean,oscillation_index_std,mean_attack_success_tail_mean,mean_attack_success_tail_std,final_attack_success_rate_mean,final_attack_success_rate_std,mean_evasion_tail_mean,mean_evasion_tail_std,final_evasion_rate_mean,final_evasion_rate_std,max_evasion_rate_mean,max_evasion_rate_std,rounds_to_convergence_mean,rounds_to_convergence_std,total_retrain_seconds_mean,total_retrain_seconds_std,retrain_count_mean,retrain_count_std,mean_evasion_tail,total_retrain_seconds
random__every_round__hard_mining,random,every_round,hard_mining,scratch,5,0.010580107279259216,0.004898860067338739,0.04200556483027268,0.0023913670158964796,0.031,0.006548960901462833,0.042083333333333334,0.002386303510546061,0.031,0.006548960901462833,0.8233333333333333,0.01932183566158594,5.8,0.39999999999999997,344.6906814399961,61.9895024326783,8.0,0.0,0.042083333333333334,344.6906814399961
random__every_round__bounded_buffer,random,every_round,bounded_buffer,scratch,5,0.010580107279259216,0.004898860067338739,0.04200556483027268,0.0023913670158964796,0.031,0.006548960901462833,0.042083333333333334,0.002386303510546061,0.031,0.006548960901462833,0.8233333333333333,0.01932183566158594,5.8,0.39999999999999997,370.44169148000367,56.71751300341601,8.0,0.0,0.042083333333333334,370.44169148000367
